baseline,stddev,threshold,reset_threshold,run_start_time,is_leader
775.0, 9.3, 975, 825, 2024-11-01T18:06:41.482495-04:00, 1
Muon Count,ADC,temperature_ADC,dt,t,t_wait,coinc
59280, 1168, 15011, 35, 29548530, 93, 0
59281, 1440, 15011, 519, 29549049, 88, 0
59282, 9570, 15011, 491, 29549540, 74, 0
59283, 2528, 15011, 973, 29550513, 86, 0
59284, 1296, 15011, 39, 29550552, 91, 0
59285, 3360, 14995, 1134, 29551686, 82, 0
59286, 1056, 15011, 290, 29551976, 94, 0
59287, 10994, 15011, 1006, 29552982, 72, 0
59288, 3424, 15011, 541, 29553523, 82, 0
59289, 31591, 15011, 243, 29553766, 50, 1
59290, 22917, 15011, 76, 29553842, 66, 0
59291, 1152, 15011, 617, 29554459, 93, 0
59292, 22613, 15011, 431, 29554890, 68, 0
59293, 1040, 15027, 720, 29555610, 94, 0
59294, 7777, 15011, 772, 29556382, 75, 0
59295, 1888, 15011, 8, 29556390, 86, 0
59296, 2224, 15011, 161, 29556551, 86, 0
59297, 10962, 15011, 1070, 29557621, 73, 0
59298, 30679, 15011, 169, 29557790, 48, 1
59299, 19108, 15027, 885, 29558675, 68, 0
59300, 5809, 15011, 836, 29559511, 78, 0
59301, 21541, 15027, 755, 29560266, 54, 1
59302, 18084, 15011, 86, 29560352, 70, 0
59303, 1072, 15011, 332, 29560684, 94, 0
59304, 1936, 15011, 237, 29560921, 87, 0
59305, 1056, 15027, 101, 29561022, 94, 0
59306, 12339, 15011, 52, 29561074, 72, 0
59307, 22837, 15011, 432, 29561506, 67, 0
59308, 3456, 15011, 406, 29561912, 81, 0
59309, 21157, 15011, 568, 29562480, 54, 1
59310, 3776, 15011, 523, 29563003, 82, 0
59311, 1600, 15011, 805, 29563808, 89, 0
59312, 16404, 15011, 190, 29563998, 70, 0
59313, 34312, 15011, 256, 29564254, 63, 0
59314, 26182, 15011, 22, 29564276, 50, 1
59315, 28134, 15027, 200, 29564476, 65, 0
59316, 4625, 15011, 345, 29564821, 79, 0
59317, 2112, 15011, 79, 29564900, 86, 0
59318, 8498, 15027, 571, 29565471, 75, 0
59319, 1088, 15011, 130, 29565601, 93, 0
59320, 4801, 15011, 200, 29565801, 78, 0
59321, 24918, 15011, 657, 29566458, 67, 0
59322, 5393, 15027, 1118, 29567576, 78, 0
59323, 1760, 15011, 717, 29568293, 88, 0
59324, 8177, 15027, 137, 29568430, 75, 0
59325, 24886, 15011, 689, 29569119, 65, 0
59326, 27670, 15027, 195, 29569314, 66, 0
59327, 2608, 15011, 146, 29569460, 84, 0
59328, 976, 15011, 567, 29570027, 96, 0
59329, 27686, 15011, 213, 29570240, 53, 1
59330, 1024, 15011, 308, 29570548, 95, 0
59331, 2544, 15011, 246, 29570794, 84, 0
59332, 11090, 15011, 740, 29571534, 73, 0
59333, 1024, 15011, 834, 29572368, 95, 0
59334, 976, 15011, 722, 29573090, 96, 0
59335, 16355, 15011, 920, 29574010, 70, 0
59336, 3408, 15011, 109, 29574119, 81, 0
59337, 1216, 15011, 538, 29574657, 92, 0
59338, 1216, 15011, 22, 29574679, 91, 0
59339, 26854, 15011, 518, 29575197, 65, 0
59340, 1680, 15011, 33, 29575230, 88, 0
59341, 9938, 14995, 657, 29575887, 73, 0
59342, 7265, 15011, 361, 29576248, 76, 0
59343, 1072, 15011, 44, 29576292, 93, 0
59344, 1104, 15027, 300, 29576592, 93, 0
59345, 15395, 15011, 326, 29576918, 70, 0
59346, 1216, 14995, 3042, 29579960, 92, 0
59347, 2000, 15011, 277, 29580237, 87, 0
59348, 1440, 15011, 193, 29580430, 90, 0
59349, 1024, 15011, 309, 29580739, 95, 0
59350, 6177, 15027, 725, 29581464, 77, 0
59351, 10338, 15011, 489, 29581953, 73, 0
59352, 2512, 15027, 652, 29582605, 84, 0
59353, 36152, 15011, 43, 29582648, 62, 0
59354, 2912, 15011, 398, 29583046, 83, 0
59355, 20468, 15011, 484, 29583530, 55, 1
59356, 3136, 15011, 328, 29583858, 82, 0
59357, 7697, 15027, 107, 29583965, 65, 1
59358, 4481, 15011, 187, 29584152, 80, 0
59359, 13987, 15011, 123, 29584275, 71, 0
59360, 1040, 15011, 816, 29585091, 94, 0
59361, 23989, 15011, 718, 29585809, 51, 1
59362, 6065, 15011, 369, 29586178, 77, 0
59363, 40713, 15011, 674, 29586852, 46, 1
59364, 6177, 15011, 172, 29587024, 78, 0
59365, 29191, 15011, 27, 29587051, 51, 1
59366, 21125, 15011, 110, 29587161, 68, 0
59367, 1184, 15011, 666, 29587827, 92, 0
59368, 1088, 15011, 94, 29587921, 94, 0
59369, 7297, 15011, 244, 29588165, 77, 0
59370, 24998, 15011, 14, 29588179, 67, 0
59371, 11650, 15011, 75, 29588254, 72, 0
59372, 36152, 15011, 404, 29588658, 63, 0
59373, 3728, 15011, 905, 29589563, 82, 0
59374, 1408, 15011, 425, 29589988, 90, 0
59375, 1184, 14995, 98, 29590086, 92, 0
59376, 7553, 15027, 485, 29590571, 66, 1
59377, 976, 15011, 215, 29590786, 95, 0
59378, 1312, 15011, 200, 29590986, 91, 0
59379, 9922, 15027, 1375, 29592361, 73, 0
59380, 1440, 15011, 629, 29592990, 89, 0
59381, 1440, 15011, 4, 29592994, 90, 0
59382, 1344, 15027, 129, 29593123, 90, 0
59383, 1056, 15011, 1090, 29594213, 94, 0
59384, 41242, 15011, 560, 29594773, 62, 0
59385, 19012, 15011, 1658, 29596431, 68, 0
59386, 24710, 14995, 19, 29596450, 53, 1
59387, 15267, 15027, 808, 29597258, 71, 0
59388, 1056, 15027, 1750, 29599008, 94, 0
59389, 1808, 15011, 556, 29599564, 87, 0
59390, 8177, 15011, 165, 29599729, 75, 0
59391, 9234, 15011, 1193, 29600922, 74, 0
59392, 1024, 15011, 979, 29601901, 95, 0
59393, 7521, 15011, 573, 29602474, 75, 0
59394, 1280, 15011, 665, 29603139, 90, 0
59395, 10258, 15011, 654, 29603793, 73, 0
59396, 1024, 15011, 189, 29603982, 94, 0
59397, 12883, 15011, 133, 29604115, 72, 0
59398, 38297, 15011, 262, 29604377, 63, 0
59399, 2720, 15011, 281, 29604658, 84, 0
59400, 4321, 15011, 331, 29604989, 79, 0
59401, 4545, 14995, 14, 29605003, 80, 0
59402, 1200, 15011, 780, 29605783, 92, 0
59403, 4305, 14995, 804, 29606587, 80, 0
59404, 27862, 15027, 97, 29606684, 65, 0
59405, 1072, 15011, 965, 29607649, 94, 0
59406, 31143, 15011, 193, 29607842, 65, 0
59407, 1904, 15011, 895, 29608737, 87, 0
59408, 992, 15027, 7, 29608744, 95, 0
59409, 3120, 15027, 894, 29609638, 83, 0
59410, 1104, 15011, 114, 29609752, 93, 0
59411, 1024, 15011, 52, 29609804, 95, 0
59412, 14611, 15011, 208, 29610012, 71, 0
59413, 37529, 15011, 1055, 29611067, 64, 0
59414, 1056, 15011, 12, 29611079, 94, 0
59415, 26374, 15011, 1235, 29612314, 65, 0
59416, 2560, 15027, 95, 29612409, 84, 0
59417, 20565, 15011, 78, 29612487, 68, 0
59418, 32279, 15011, 1544, 29614031, 65, 0
59419, 8017, 15011, 1192, 29615223, 75, 0
59420, 12675, 15027, 93, 29615316, 72, 0
59421, 8097, 15011, 557, 29615873, 75, 0
59422, 26598, 15011, 270, 29616143, 52, 1
59423, 25814, 15011, 298, 29616441, 52, 1
59424, 1504, 15027, 515, 29616956, 89, 0
59425, 6801, 15011, 66, 29617022, 77, 0
59426, 8786, 15011, 1044, 29618066, 75, 0
59427, 2144, 15011, 240, 29618306, 86, 0
59428, 1232, 15011, 583, 29618889, 92, 0
59429, 19764, 15011, 1656, 29620545, 55, 1
59430, 7233, 15011, 98, 29620643, 76, 0
59431, 29751, 15011, 581, 29621224, 49, 1
59432, 1728, 15027, 1276, 29622500, 88, 0
59433, 7953, 15011, 320, 29622820, 75, 0
59434, 24037, 15011, 214, 29623034, 67, 0
59435, 29335, 15011, 181, 29623215, 65, 0
59436, 3392, 15011, 376, 29623591, 82, 0
59437, 1280, 15011, 236, 29623827, 92, 0
59438, 16468, 15011, 2, 29623829, 70, 0
59439, 3168, 15011, 37, 29623866, 83, 0
59440, 2992, 15011, 71, 29623937, 83, 0
59441, 23365, 15011, 214, 29624151, 67, 0
59442, 1056, 15011, 185, 29624336, 93, 0
59443, 9330, 15027, 31, 29624367, 74, 0
59444, 20468, 15027, 384, 29624751, 54, 1
59445, 1024, 15027, 76, 29624827, 94, 0
59446, 1152, 14995, 306, 29625133, 92, 0
59447, 5505, 15011, 601, 29625734, 79, 0
59448, 8177, 15011, 77, 29625811, 76, 0
59449, 2480, 15011, 56, 29625867, 86, 0
59450, 5665, 15011, 355, 29626222, 78, 0
59451, 22165, 15011, 490, 29626712, 54, 1
59452, 2592, 15011, 1187, 29627899, 84, 0
59453, 23093, 15011, 683, 29628582, 67, 0
59454, 2960, 15011, 343, 29628925, 84, 0
59455, 30439, 15011, 85, 29629010, 64, 0
59456, 2160, 15011, 801, 29629811, 86, 0
59457, 35432, 15027, 121, 29629932, 63, 0
59458, 1264, 15011, 217, 29630149, 92, 0
59459, 5937, 15011, 1371, 29631520, 77, 0
59460, 18692, 15011, 763, 29632283, 69, 0
59461, 1456, 15027, 301, 29632584, 89, 0
59462, 7985, 15027, 1521, 29634105, 64, 1
59463, 6529, 15011, 40, 29634145, 76, 0
59464, 2048, 15011, 753, 29634898, 86, 0
59465, 16820, 15011, 1024, 29635922, 71, 0
59466, 20180, 15011, 24, 29635946, 69, 0
59467, 12803, 15027, 403, 29636349, 73, 0
59468, 3328, 15011, 179, 29636528, 83, 0
59469, 1424, 15027, 146, 29636674, 90, 0
59470, 3392, 15011, 431, 29637105, 83, 0
59471, 21205, 15011, 7, 29637112, 54, 1
59472, 5457, 15027, 449, 29637561, 78, 0
59473, 23573, 15011, 274, 29637835, 55, 1
59474, 3088, 15011, 964, 29638799, 83, 0
59475, 4032, 15027, 1327, 29640126, 80, 0
59476, 28759, 15011, 20, 29640146, 64, 0
59477, 17076, 15011, 108, 29640254, 69, 0
59478, 4913, 15011, 686, 29640940, 79, 0
59479, 14931, 15011, 282, 29641222, 70, 0
59480, 2016, 15011, 462, 29641684, 86, 0
59481, 27270, 15011, 259, 29641943, 50, 1
59482, 7441, 15011, 986, 29642929, 76, 0
59483, 1104, 15011, 634, 29643563, 93, 0
59484, 47627, 15011, 261, 29643824, 60, 0
59485, 1616, 15011, 221, 29644045, 89, 0
59486, 8594, 15011, 1374, 29645419, 75, 0
59487, 7041, 15011, 47, 29645466, 77, 0
59488, 1488, 15011, 487, 29645953, 89, 0
59489, 3536, 15011, 936, 29646889, 81, 0
59490, 4833, 15011, 616, 29647505, 81, 0
59491, 2288, 15011, 510, 29648015, 85, 0
59492, 5889, 15011, 70, 29648085, 78, 0
59493, 5985, 15027, 181, 29648266, 78, 0
59494, 18196, 15027, 288, 29648554, 66, 0
59495, 1024, 15011, 280, 29648834, 94, 0
59496, 31495, 15027, 276, 29649110, 64, 0
59497, 4513, 15011, 166, 29649276, 79, 0
59498, 22853, 15027, 420, 29649696, 52, 1
59499, 17476, 15011, 38, 29649734, 70, 0
59500, 1040, 15027, 559, 29650293, 93, 0
59501, 7601, 15011, 1077, 29651370, 76, 0
59502, 1984, 15011, 516, 29651886, 87, 0
59503, 25942, 15011, 474, 29652360, 53, 1
59504, 2128, 15011, 328, 29652688, 86, 0
59505, 11490, 15011, 53, 29652741, 73, 0
59506, 12995, 15011, 186, 29652927, 71, 0
59507, 21525, 15011, 136, 29653063, 68, 0
59508, 7425, 15011, 361, 29653424, 75, 0
59509, 1072, 15011, 969, 29654393, 93, 0
59510, 20436, 15011, 253, 29654646, 55, 1
59511, 11986, 15027, 778, 29655424, 72, 0
59512, 5121, 15011, 260, 29655684, 79, 0
59513, 4961, 15027, 116, 29655800, 79, 0
59514, 5409, 15011, 2115, 29657915, 77, 0
59515, 3424, 15011, 681, 29658596, 82, 0
59516, 25958, 15011, 891, 29659487, 67, 0
59517, 29591, 15027, 1418, 29660905, 50, 1
59518, 5745, 15011, 567, 29661472, 78, 0
59519, 7345, 15027, 915, 29662387, 75, 0
59520, 1360, 15027, 263, 29662650, 90, 0
59521, 2976, 15011, 499, 29663149, 83, 0
59522, 26422, 15011, 46, 29663195, 52, 1
59523, 4417, 15027, 896, 29664091, 80, 0
59524, 2128, 14995, 88, 29664179, 86, 0
59525, 1792, 15027, 31, 29664210, 88, 0
59526, 2624, 15011, 420, 29664630, 84, 0
59527, 27926, 15011, 645, 29665275, 66, 0
59528, 1248, 15011, 89, 29665364, 91, 0
59529, 4529, 15027, 563, 29665927, 79, 0
59530, 6705, 15027, 597, 29666524, 76, 0
59531, 7889, 15011, 675, 29667199, 76, 0
59532, 3664, 15011, 250, 29667449, 81, 0
59533, 7633, 15011, 1378, 29668827, 76, 0
59534, 19492, 15011, 973, 29669800, 69, 0
59535, 976, 15027, 449, 29670249, 95, 0
59536, 2016, 15027, 408, 29670657, 87, 0
59537, 30663, 15011, 123, 29670780, 64, 0
59538, 19924, 15027, 226, 29671006, 69, 0
59539, 1040, 15011, 126, 29671132, 94, 0
59540, 20805, 15011, 1606, 29672738, 55, 1
59541, 3168, 14995, 123, 29672861, 82, 0
59542, 1600, 15011, 1542, 29674403, 88, 0
59543, 1024, 15011, 50, 29674453, 95, 0
59544, 1504, 15011, 1348, 29675801, 90, 0
59545, 26374, 15011, 1293, 29677094, 65, 0
59546, 21157, 15011, 796, 29677890, 67, 0
59547, 5761, 15011, 91, 29677981, 77, 0
59548, 1184, 15011, 474, 29678455, 91, 0
59549, 13971, 15011, 650, 29679105, 70, 0
59550, 15571, 15011, 1061, 29680166, 71, 0
59551, 2560, 15011, 288, 29680454, 84, 0
59552, 3904, 15011, 668, 29681122, 81, 0
59553, 4497, 15011, 318, 29681440, 80, 0
59554, 8706, 15011, 204, 29681644, 74, 0
59555, 6097, 14995, 535, 29682179, 80, 0
59556, 2480, 15011, 161, 29682340, 85, 0
59557, 1040, 15011, 171, 29682511, 94, 0
59558, 1056, 15011, 421, 29682932, 94, 0
59559, 3776, 15011, 1949, 29684881, 82, 0
59560, 23813, 15011, 1513, 29686394, 51, 1
59561, 4016, 15027, 629, 29687023, 81, 0
59562, 15443, 15011, 348, 29687371, 58, 1
59563, 1104, 15011, 196, 29687567, 93, 0
59564, 6049, 15027, 340, 29687907, 76, 0
59565, 1024, 15011, 128, 29688035, 93, 0
59566, 8706, 14995, 769, 29688804, 75, 0
59567, 1024, 15011, 1213, 29690017, 93, 0
59568, 3776, 15011, 31, 29690048, 81, 0
59569, 8210, 15011, 859, 29690907, 76, 0
59570, 6753, 15011, 45, 29690952, 77, 0
59571, 1056, 15011, 1169, 29692121, 95, 0
59572, 21701, 15011, 255, 29692376, 68, 0
59573, 8097, 15011, 11, 29692387, 76, 0
59574, 1840, 14995, 240, 29692627, 87, 0
59575, 1056, 15011, 163, 29692790, 95, 0
59576, 1104, 15011, 882, 29693672, 94, 0
59577, 2224, 15011, 1587, 29695259, 86, 0
59578, 5585, 15011, 231, 29695490, 78, 0
59579, 33816, 15011, 492, 29695982, 48, 1
59580, 21109, 15011, 100, 29696082, 68, 0
59581, 3536, 15011, 136, 29696218, 81, 0
59582, 2080, 15027, 594, 29696812, 86, 0
59583, 4161, 15011, 794, 29697606, 80, 0
59584, 11346, 15011, 59, 29697665, 72, 0
59585, 24101, 15011, 157, 29697822, 67, 0
59586, 1584, 15011, 371, 29698193, 89, 0
59587, 4241, 14995, 1860, 29700053, 80, 0
59588, 5505, 15011, 818, 29700871, 79, 0
59589, 24565, 15011, 241, 29701112, 66, 0
59590, 37049, 15011, 209, 29701321, 62, 0
59591, 1696, 15011, 395, 29701716, 87, 0
59592, 18980, 15011, 305, 29702021, 69, 0
59593, 24453, 15011, 829, 29702850, 67, 0
59594, 9522, 15011, 1009, 29703859, 63, 1
59595, 12307, 15011, 55, 29703914, 72, 0
59596, 5953, 15011, 19, 29703933, 77, 0
59597, 3424, 15011, 287, 29704220, 82, 0
59598, 12258, 15027, 1476, 29705696, 72, 0
59599, 992, 15011, 236, 29705932, 95, 0
59600, 1360, 15011, 278, 29706210, 90, 0
59601, 1248, 15011, 554, 29706764, 91, 0
59602, 23845, 15011, 239, 29707003, 67, 0
59603, 9442, 15011, 2106, 29709109, 74, 0
59604, 2944, 15011, 1087, 29710196, 83, 0
59605, 23909, 15011, 408, 29710604, 67, 0
59606, 14275, 15011, 656, 29711260, 70, 0
59607, 1888, 15011, 945, 29712205, 87, 0
59608, 29383, 15011, 538, 29712743, 50, 1
59609, 4657, 15011, 43, 29712786, 79, 0
59610, 30295, 15027, 234, 29713020, 65, 0
59611, 1088, 15011, 628, 29713648, 93, 0
59612, 24565, 15011, 164, 29713812, 52, 1
59613, 36873, 15011, 1623, 29715435, 61, 0
59614, 9282, 15011, 55, 29715490, 74, 0
59615, 13379, 15027, 253, 29715743, 59, 1
59616, 9842, 15011, 2063, 29717806, 74, 0
59617, 1152, 15011, 163, 29717969, 94, 0
59618, 14899, 15011, 1705, 29719674, 58, 1
59619, 2384, 15027, 362, 29720036, 84, 0
59620, 19908, 15011, 1591, 29721627, 69, 0
59621, 14515, 15011, 385, 29722012, 70, 0
59622, 5121, 15011, 561, 29722573, 79, 0
59623, 6321, 15011, 141, 29722714, 77, 0
59624, 6209, 15011, 268, 29722982, 79, 0
59625, 1040, 15011, 397, 29723379, 94, 0
59626, 17492, 15011, 1076, 29724455, 57, 1
59627, 6049, 15011, 302, 29724757, 78, 0
59628, 6273, 15011, 265, 29725022, 77, 0
59629, 4513, 15011, 449, 29725471, 80, 0
59630, 1760, 15027, 1423, 29726894, 88, 0
59631, 3808, 15027, 953, 29727847, 81, 0
59632, 20757, 15011, 577, 29728424, 69, 0
59633, 1072, 15011, 915, 29729339, 94, 0
59634, 1072, 15011, 747, 29730086, 94, 0
59635, 13699, 15011, 609, 29730695, 72, 0
59636, 28102, 15011, 513, 29731208, 50, 1
59637, 30871, 15011, 1116, 29732324, 49, 1
59638, 1168, 15011, 76, 29732400, 93, 0
59639, 1088, 15011, 606, 29733006, 94, 0
59640, 20020, 14995, 212, 29733218, 68, 0
59641, 22661, 15011, 576, 29733794, 53, 1
59642, 3152, 15011, 143, 29733937, 82, 0
59643, 3744, 15011, 141, 29734078, 81, 0
59644, 2048, 15027, 498, 29734576, 86, 0
59645, 24662, 15011, 177, 29734753, 67, 0
59646, 1232, 15011, 837, 29735590, 92, 0
59647, 3104, 15011, 641, 29736231, 83, 0
59648, 5585, 15011, 601, 29736832, 78, 0
59649, 22853, 15011, 164, 29736996, 53, 1
59650, 992, 15027, 299, 29737295, 95, 0
59651, 1456, 15011, 489, 29737784, 90, 0
59652, 9682, 15011, 815, 29738599, 73, 0
59653, 1696, 15011, 367, 29738966, 88, 0
59654, 1056, 15011, 83, 29739049, 94, 0
59655, 28038, 15011, 576, 29739625, 52, 1
59656, 1072, 15011, 177, 29739802, 93, 0
59657, 35064, 15011, 483, 29740285, 47, 1
59658, 4145, 15011, 664, 29740949, 81, 0
59659, 1168, 15011, 198, 29741147, 93, 0
59660, 22677, 15011, 8, 29741155, 67, 0
59661, 19508, 15011, 359, 29741514, 56, 1
59662, 1120, 14995, 1020, 29742534, 93, 0
59663, 5521, 15011, 131, 29742665, 78, 0
59664, 2576, 14995, 578, 29743243, 85, 0
59665, 7473, 15011, 1544, 29744787, 77, 0
59666, 1936, 15027, 911, 29745698, 87, 0
59667, 992, 15011, 256, 29745954, 95, 0
59668, 6625, 15011, 207, 29746161, 77, 0
59669, 25126, 15011, 687, 29746848, 67, 0
59670, 4337, 15011, 505, 29747353, 80, 0
59671, 7713, 15011, 290, 29747643, 76, 0
59672, 1792, 15027, 283, 29747926, 88, 0
59673, 1600, 14995, 673, 29748599, 88, 0
59674, 14467, 14995, 868, 29749467, 72, 0
59675, 10066, 15011, 583, 29750050, 73, 0
59676, 5777, 15027, 456, 29750506, 77, 0
59677, 19876, 15011, 293, 29750799, 54, 1
59678, 17972, 15011, 628, 29751427, 61, 1
59679, 2512, 15011, 1846, 29753273, 84, 0
59680, 1872, 15011, 116, 29753389, 87, 0
59681, 21781, 15011, 324, 29753713, 67, 0
59682, 1280, 15011, 1124, 29754837, 91, 0
59683, 18948, 15011, 1018, 29755855, 68, 0
59684, 18820, 15011, 192, 29756047, 68, 0
59685, 9122, 15011, 1914, 29757961, 74, 0
59686, 7697, 15011, 1098, 29759059, 76, 0
59687, 7297, 15011, 72, 29759131, 75, 0
59688, 6897, 15011, 1219, 29760350, 76, 0
59689, 32840, 15011, 1014, 29761364, 64, 0
59690, 7393, 15027, 602, 29761966, 75, 0
59691, 5425, 15011, 55, 29762021, 79, 0
59692, 2864, 15011, 2803, 29764824, 84, 0
59693, 2816, 15011, 534, 29765358, 83, 0
59694, 3088, 15011, 547, 29765905, 83, 0
59695, 1280, 15011, 530, 29766435, 91, 0
59696, 3504, 15011, 51, 29766486, 81, 0
59697, 4161, 15011, 1381, 29767867, 81, 0
59698, 13795, 15011, 1642, 29769509, 71, 0
59699, 11042, 14995, 23, 29769532, 73, 0
59700, 17684, 15011, 167, 29769699, 57, 1
59701, 1040, 15027, 11, 29769710, 95, 0
59702, 1408, 15011, 1247, 29770957, 90, 0
59703, 20004, 15011, 2190, 29773147, 68, 0
59704, 11682, 15011, 419, 29773566, 72, 0
59705, 21141, 15011, 704, 29774270, 55, 1
59706, 1632, 15011, 299, 29774569, 88, 0
59707, 1088, 15011, 1988, 29776557, 93, 0
59708, 47291, 15011, 51, 29776608, 60, 0
59709, 1232, 15011, 632, 29777240, 92, 0
59710, 8177, 14995, 2577, 29779817, 75, 0
59711, 11746, 14995, 78, 29779895, 72, 0
59712, 1184, 15011, 164, 29780059, 92, 0
59713, 3376, 15011, 53, 29780112, 83, 0
59714, 3520, 15011, 150, 29780262, 82, 0
59715, 1264, 15011, 276, 29780538, 91, 0
59716, 5377, 15011, 82, 29780620, 78, 0
59717, 3904, 15011, 521, 29781141, 81, 0
59718, 1040, 15027, 304, 29781445, 94, 0
59719, 1216, 15027, 277, 29781722, 92, 0
59720, 30807, 14995, 108, 29781830, 65, 0
59721, 28887, 14995, 692, 29782522, 65, 0
59722, 21477, 15011, 28, 29782550, 68, 0
59723, 7009, 15011, 1958, 29784508, 76, 0
59724, 1840, 15027, 725, 29785233, 87, 0
59725, 2528, 15011, 225, 29785458, 84, 0
59726, 2336, 15011, 237, 29785695, 87, 0
59727, 1360, 15011, 370, 29786065, 90, 0
59728, 1056, 15011, 195, 29786260, 94, 0
59729, 1744, 15011, 1264, 29787524, 88, 0
59730, 992, 15011, 84, 29787608, 95, 0
59731, 4705, 15027, 159, 29787767, 80, 0
59732, 7393, 15027, 776, 29788543, 76, 0
59733, 18948, 15011, 184, 29788727, 69, 0
59734, 2752, 15011, 42, 29788769, 84, 0
59735, 3792, 15011, 1300, 29790069, 81, 0
59736, 1040, 15011, 2269, 29792338, 94, 0
59737, 20020, 15011, 102, 29792440, 68, 0
59738, 2576, 15027, 1664, 29794104, 86, 0
59739, 14915, 15011, 476, 29794580, 71, 0
59740, 3152, 15011, 6, 29794586, 82, 0
59741, 3728, 14979, 290, 29794876, 81, 0
59742, 976, 15011, 76, 29794952, 97, 0
59743, 7713, 15011, 316, 29795268, 75, 0
59744, 2704, 15011, 1212, 29796480, 83, 0
59745, 976, 15011, 279, 29796759, 96, 0
59746, 1472, 15011, 28, 29796787, 89, 0
59747, 992, 15011, 12, 29796799, 96, 0
59748, 1632, 15011, 365, 29797164, 89, 0
59749, 25318, 15011, 156, 29797320, 67, 0
59750, 1168, 15011, 2235, 29799555, 93, 0
59751, 1184, 15011, 322, 29799877, 93, 0
59752, 28054, 15011, 662, 29800539, 51, 1
59753, 6145, 15011, 25, 29800564, 78, 0
59754, 22629, 15011, 587, 29801151, 67, 0
59755, 1056, 15011, 212, 29801363, 93, 0
59756, 24325, 15011, 53, 29801416, 67, 0
59757, 3360, 15011, 490, 29801906, 82, 0
59758, 8226, 15011, 61, 29801967, 65, 1
59759, 14995, 15011, 419, 29802386, 71, 0
59760, 1936, 15011, 501, 29802887, 86, 0
59761, 2064, 15011, 603, 29803490, 86, 0
59762, 5345, 15027, 1620, 29805110, 78, 0
59763, 5937, 15011, 204, 29805314, 78, 0
59764, 2128, 15027, 116, 29805430, 86, 0
59765, 8177, 15011, 128, 29805558, 75, 0
59766, 1104, 15011, 933, 29806491, 95, 0
59767, 4657, 15011, 506, 29806997, 80, 0
59768, 1072, 15011, 1124, 29808121, 94, 0
59769, 13315, 15011, 1178, 29809299, 73, 0
59770, 1472, 14995, 1463, 29810762, 90, 0
59771, 1056, 15011, 158, 29810920, 93, 0
59772, 2592, 14995, 947, 29811867, 84, 0
59773, 14179, 15027, 302, 29812169, 70, 0
59774, 8642, 15011, 388, 29812557, 75, 0
59775, 1040, 15011, 118, 29812675, 94, 0
59776, 29415, 15011, 836, 29813511, 50, 1
59777, 35224, 15027, 813, 29814324, 47, 1
59778, 1248, 15011, 200, 29814524, 90, 0
59779, 1456, 15011, 1277, 29815801, 90, 0
59780, 16932, 15011, 1652, 29817453, 56, 1
59781, 4289, 15011, 280, 29817733, 80, 0
59782, 6321, 15011, 609, 29818342, 77, 0
59783, 21845, 15011, 385, 29818727, 68, 0
59784, 21813, 15011, 505, 29819232, 55, 1
59785, 22661, 15011, 50, 29819282, 54, 1
59786, 31927, 15011, 1000, 29820282, 49, 1
59787, 20997, 15011, 339, 29820621, 54, 1
59788, 2608, 14995, 1014, 29821635, 84, 0
59789, 7409, 15011, 757, 29822392, 76, 0
59790, 1104, 15011, 141, 29822533, 94, 0
59791, 9890, 15011, 175, 29822708, 73, 0
59792, 6145, 15027, 719, 29823427, 76, 0
59793, 24806, 15011, 23, 29823450, 53, 1
59794, 17316, 15011, 997, 29824447, 57, 1
59795, 5329, 15027, 313, 29824760, 79, 0
59796, 2608, 15011, 194, 29824954, 84, 0
59797, 1040, 15011, 458, 29825412, 94, 0
59798, 1744, 15011, 8, 29825420, 87, 0
59799, 1088, 15027, 43, 29825463, 94, 0
59800, 30695, 15011, 115, 29825578, 50, 1
59801, 21189, 15011, 129, 29825707, 55, 1
59802, 38809, 15011, 173, 29825880, 47, 1
59803, 16612, 15011, 80, 29825960, 70, 0
59804, 1104, 15027, 12, 29825972, 94, 0
59805, 5761, 15011, 337, 29826309, 78, 0
59806, 5185, 15011, 1129, 29827438, 79, 0
59807, 11522, 15011, 110, 29827548, 73, 0
59808, 1072, 15027, 1169, 29828717, 93, 0
59809, 1840, 15011, 897, 29829614, 87, 0
59810, 30519, 15011, 115, 29829729, 49, 1
59811, 992, 15027, 385, 29830114, 94, 0
59812, 22757, 15011, 157, 29830271, 52, 1
59813, 7473, 14995, 289, 29830560, 76, 0
59814, 6353, 15027, 809, 29831369, 77, 0
59815, 32984, 14995, 679, 29832048, 64, 0
59816, 1088, 15011, 1225, 29833273, 94, 0
