baseline,stddev,threshold,reset_threshold,run_start_time,is_leader
775.0, 9.3, 975, 825, 2024-11-01T18:06:41.482495-04:00, 1
Muon Count,ADC,temperature_ADC,dt,t,t_wait,coinc
58727, 1040, 15011, 622, 29262574, 95, 0
58728, 27254, 15027, 317, 29262891, 50, 1
58729, 3296, 15043, 45, 29262936, 82, 0
58730, 5457, 15011, 561, 29263497, 78, 0
58731, 28871, 15011, 27, 29263524, 66, 0
58732, 1264, 15011, 315, 29263839, 91, 0
58733, 27942, 15027, 95, 29263934, 65, 0
58734, 1328, 15027, 1098, 29265032, 90, 0
58735, 28406, 15027, 669, 29265701, 65, 0
58736, 2256, 15011, 848, 29266549, 86, 0
58737, 1200, 15027, 558, 29267107, 92, 0
58738, 1072, 15027, 279, 29267386, 94, 0
58739, 1696, 15027, 381, 29267767, 88, 0
58740, 3776, 15027, 468, 29268235, 81, 0
58741, 19588, 15011, 182, 29268417, 68, 0
58742, 976, 15011, 680, 29269097, 95, 0
58743, 28118, 15027, 27, 29269124, 55, 1
58744, 34072, 15027, 40, 29269164, 64, 0
58745, 17364, 15027, 834, 29269998, 69, 0
58746, 1104, 15011, 437, 29270435, 93, 0
58747, 18900, 15011, 2444, 29272879, 57, 1
58748, 20468, 15011, 855, 29273734, 60, 1
58749, 4401, 15027, 449, 29274183, 81, 0
58750, 2960, 15027, 249, 29274432, 84, 0
58751, 24998, 15027, 239, 29274671, 66, 0
58752, 1104, 15011, 456, 29275127, 93, 0
58753, 26550, 15011, 2044, 29277171, 66, 0
58754, 1024, 15011, 331, 29277502, 95, 0
58755, 992, 15011, 215, 29277717, 95, 0
58756, 17604, 15011, 447, 29278164, 58, 1
58757, 14627, 15027, 33, 29278197, 71, 0
58758, 6545, 15027, 278, 29278475, 77, 0
58759, 1952, 15027, 147, 29278622, 86, 0
58760, 3872, 15027, 1530, 29280152, 81, 0
58761, 3248, 15011, 423, 29280575, 82, 0
58762, 7921, 15011, 169, 29280744, 76, 0
58763, 8482, 15027, 746, 29281490, 73, 0
58764, 5409, 15027, 259, 29281749, 79, 0
58765, 1168, 15027, 4, 29281753, 92, 0
58766, 6161, 15011, 125, 29281878, 78, 0
58767, 1072, 15027, 340, 29282218, 93, 0
58768, 3744, 15027, 1214, 29283432, 82, 0
58769, 2336, 15027, 19, 29283451, 85, 0
58770, 1104, 15027, 730, 29284181, 93, 0
58771, 1104, 15011, 1817, 29285998, 93, 0
58772, 1984, 15011, 217, 29286215, 87, 0
58773, 976, 15027, 363, 29286578, 95, 0
58774, 2832, 15027, 89, 29286667, 83, 0
58775, 11394, 15027, 89, 29286756, 73, 0
58776, 11778, 15011, 1233, 29287989, 71, 0
58777, 21445, 15027, 274, 29288263, 68, 0
58778, 6785, 15011, 182, 29288445, 76, 0
58779, 3152, 15011, 377, 29288822, 83, 0
58780, 4769, 15027, 278, 29289100, 79, 0
58781, 4097, 15011, 109, 29289209, 80, 0
58782, 3744, 15027, 127, 29289336, 81, 0
58783, 1360, 15011, 317, 29289653, 91, 0
58784, 1472, 15011, 261, 29289914, 89, 0
58785, 1600, 15011, 21, 29289935, 89, 0
58786, 17108, 15011, 345, 29290280, 69, 0
58787, 9234, 15011, 365, 29290645, 74, 0
58788, 1056, 15027, 657, 29291302, 94, 0
58789, 4545, 15027, 109, 29291411, 79, 0
58790, 16708, 15011, 441, 29291852, 69, 0
58791, 16852, 15011, 1349, 29293201, 69, 0
58792, 19252, 15027, 72, 29293273, 69, 0
58793, 2848, 15027, 1054, 29294327, 84, 0
58794, 1696, 15011, 25, 29294352, 88, 0
58795, 18180, 15011, 602, 29294954, 69, 0
58796, 47115, 15027, 312, 29295266, 60, 0
58797, 3488, 15027, 725, 29295991, 82, 0
58798, 1056, 15011, 857, 29296848, 94, 0
58799, 32583, 15011, 74, 29296922, 49, 1
58800, 17188, 15011, 296, 29297218, 70, 0
58801, 1536, 15027, 806, 29298024, 89, 0
58802, 976, 15027, 689, 29298713, 96, 0
58803, 1056, 15027, 47, 29298760, 95, 0
58804, 2992, 15011, 212, 29298972, 82, 0
58805, 27238, 14995, 105, 29299077, 65, 0
58806, 2208, 15011, 66, 29299143, 86, 0
58807, 1024, 15011, 126, 29299269, 94, 0
58808, 23621, 15011, 131, 29299400, 67, 0
58809, 25702, 15011, 26, 29299426, 65, 0
58810, 7841, 15027, 360, 29299786, 76, 0
58811, 1328, 15011, 330, 29300116, 91, 0
58812, 15971, 15011, 132, 29300248, 70, 0
58813, 13891, 15011, 114, 29300362, 71, 0
58814, 21829, 15027, 348, 29300710, 52, 1
58815, 2528, 15011, 9, 29300719, 85, 0
58816, 11090, 15027, 152, 29300871, 73, 0
58817, 3760, 15011, 678, 29301549, 82, 0
58818, 2192, 15027, 64, 29301613, 87, 0
58819, 1504, 15011, 6, 29301619, 89, 0
58820, 4673, 15011, 1128, 29302747, 79, 0
58821, 26422, 15011, 143, 29302890, 66, 0
58822, 1056, 15011, 304, 29303194, 94, 0
58823, 4705, 15011, 269, 29303463, 78, 0
58824, 6577, 15027, 559, 29304022, 77, 0
58825, 1808, 15011, 575, 29304597, 87, 0
58826, 3344, 15011, 64, 29304661, 82, 0
58827, 1056, 15011, 1042, 29305703, 94, 0
58828, 37609, 14995, 1013, 29306716, 62, 0
58829, 2480, 15027, 666, 29307382, 84, 0
58830, 45419, 15027, 174, 29307556, 44, 1
58831, 2064, 15011, 305, 29307861, 86, 0
58832, 7873, 15027, 1074, 29308935, 76, 0
58833, 5345, 15027, 880, 29309815, 77, 0
58834, 1280, 15011, 297, 29310112, 91, 0
58835, 27414, 15027, 58, 29310170, 50, 1
58836, 2640, 15011, 950, 29311120, 83, 0
58837, 2848, 15027, 67, 29311187, 84, 0
58838, 4881, 15011, 257, 29311444, 79, 0
58839, 10498, 15011, 81, 29311525, 73, 0
58840, 46139, 15027, 191, 29311716, 59, 0
58841, 1872, 15027, 340, 29312056, 87, 0
58842, 22069, 15011, 272, 29312328, 68, 0
58843, 17380, 15011, 448, 29312776, 70, 0
58844, 17604, 15011, 367, 29313143, 58, 1
58845, 2320, 15011, 634, 29313777, 79, 1
58846, 17316, 15011, 124, 29313901, 69, 0
58847, 14691, 15011, 521, 29314422, 70, 0
58848, 4145, 14995, 667, 29315089, 72, 1
58849, 5601, 15011, 1697, 29316786, 77, 0
58850, 976, 15011, 2314, 29319100, 95, 0
58851, 22277, 15011, 329, 29319429, 68, 0
58852, 9874, 15027, 406, 29319835, 73, 0
58853, 25350, 15011, 53, 29319888, 65, 0
58854, 31991, 15011, 105, 29319993, 63, 0
58855, 4305, 15011, 118, 29320111, 80, 0
58856, 1072, 15027, 9, 29320120, 95, 0
58857, 9282, 15011, 1239, 29321359, 74, 0
58858, 9826, 15011, 620, 29321979, 73, 0
58859, 1040, 15011, 41, 29322020, 94, 0
58860, 12291, 15027, 199, 29322219, 71, 0
58861, 2512, 15011, 176, 29322395, 85, 0
58862, 5441, 15011, 557, 29322952, 78, 0
58863, 27910, 15027, 1515, 29324467, 66, 0
58864, 15891, 15011, 73, 29324540, 70, 0
58865, 2992, 15011, 451, 29324991, 83, 0
58866, 2960, 15011, 507, 29325498, 84, 0
58867, 1280, 15027, 51, 29325549, 91, 0
58868, 24309, 15011, 273, 29325822, 68, 0
58869, 13891, 15027, 187, 29326009, 71, 0
58870, 2736, 15011, 368, 29326377, 83, 0
58871, 32792, 15027, 1062, 29327439, 48, 1
58872, 26886, 15027, 197, 29327636, 67, 0
58873, 24117, 14995, 599, 29328235, 66, 0
58874, 12755, 15011, 195, 29328430, 73, 0
58875, 2128, 15027, 142, 29328572, 85, 0
58876, 23653, 15027, 462, 29329034, 68, 0
58877, 5969, 15027, 121, 29329155, 77, 0
58878, 1376, 15027, 8, 29329163, 91, 0
58879, 21557, 15011, 715, 29329878, 67, 0
58880, 1712, 15027, 25, 29329903, 88, 0
58881, 27542, 15027, 117, 29330020, 65, 0
58882, 32727, 15011, 207, 29330227, 49, 1
58883, 5793, 15011, 682, 29330909, 79, 0
58884, 21893, 15011, 110, 29331019, 68, 0
58885, 28486, 15011, 473, 29331492, 65, 0
58886, 5697, 15011, 176, 29331668, 78, 0
58887, 30039, 15011, 109, 29331777, 51, 1
58888, 33976, 15011, 994, 29332771, 63, 0
58889, 17188, 15011, 1027, 29333798, 69, 0
58890, 34248, 15027, 567, 29334365, 63, 0
58891, 2240, 15027, 121, 29334486, 85, 0
58892, 4625, 15011, 342, 29334828, 79, 0
58893, 26422, 15027, 1382, 29336210, 53, 1
58894, 19956, 15027, 655, 29336865, 69, 0
58895, 1168, 15027, 535, 29337400, 93, 0
58896, 4257, 15027, 351, 29337751, 81, 0
58897, 2640, 15011, 274, 29338025, 84, 0
58898, 17188, 15011, 576, 29338601, 54, 1
58899, 1088, 15027, 371, 29338972, 94, 0
58900, 3792, 15011, 122, 29339094, 81, 0
58901, 37497, 15027, 1295, 29340389, 63, 0
58902, 4641, 15027, 189, 29340578, 80, 0
58903, 19380, 15027, 914, 29341492, 68, 0
58904, 19812, 15027, 100, 29341592, 68, 0
58905, 1664, 15011, 40, 29341632, 88, 0
58906, 1296, 15011, 86, 29341718, 92, 0
58907, 7505, 15011, 8, 29341726, 76, 0
58908, 20501, 15027, 2378, 29344104, 53, 1
58909, 10530, 15043, 8, 29344112, 74, 0
58910, 23765, 15011, 237, 29344349, 52, 1
58911, 2176, 15027, 726, 29345075, 86, 0
58912, 17892, 15027, 545, 29345620, 68, 0
58913, 23493, 15011, 2003, 29347623, 68, 0
58914, 40761, 15011, 97, 29347720, 45, 1
58915, 5649, 15027, 39, 29347759, 78, 0
58916, 40713, 15011, 1345, 29349104, 61, 0
58917, 1856, 15011, 1272, 29350376, 82, 1
58918, 6737, 15027, 127, 29350503, 76, 0
58919, 18788, 15011, 218, 29350721, 54, 1
58920, 10818, 15011, 919, 29351640, 73, 0
58921, 1440, 15011, 715, 29352355, 90, 0
58922, 6081, 15011, 463, 29352818, 78, 0
58923, 24293, 15027, 483, 29353301, 67, 0
58924, 14915, 15027, 365, 29353666, 71, 0
58925, 1872, 15027, 26, 29353692, 87, 0
58926, 26502, 15011, 38, 29353730, 66, 0
58927, 5297, 15027, 302, 29354032, 78, 0
58928, 2064, 15011, 1153, 29355185, 86, 0
58929, 1040, 15011, 48, 29355233, 95, 0
58930, 7745, 15011, 177, 29355410, 75, 0
58931, 2208, 15027, 291, 29355701, 85, 0
58932, 1536, 15011, 69, 29355770, 89, 0
58933, 1040, 15027, 559, 29356329, 95, 0
58934, 4369, 15027, 677, 29357006, 80, 0
58935, 12451, 15027, 1268, 29358274, 71, 0
58936, 4080, 15011, 1738, 29360012, 81, 0
58937, 24582, 15011, 119, 29360131, 67, 0
58938, 2144, 15011, 306, 29360437, 86, 0
58939, 1488, 15011, 456, 29360893, 89, 0
58940, 3104, 15027, 1755, 29362648, 82, 0
58941, 1024, 15027, 1108, 29363756, 94, 0
58942, 20549, 15011, 398, 29364154, 55, 1
58943, 6161, 15011, 968, 29365122, 77, 0
58944, 1920, 15027, 278, 29365400, 86, 0
58945, 24565, 15011, 349, 29365749, 67, 0
58946, 1248, 15027, 216, 29365965, 91, 0
58947, 24213, 15027, 752, 29366717, 66, 0
58948, 1760, 15011, 329, 29367046, 88, 0
58949, 1632, 15027, 634, 29367680, 89, 0
58950, 992, 15027, 636, 29368316, 95, 0
58951, 19636, 15027, 35, 29368351, 56, 1
58952, 10034, 15011, 658, 29369009, 73, 0
58953, 16259, 15011, 830, 29369839, 70, 0
58954, 55741, 15011, 202, 29370041, 58, 0
58955, 19684, 15027, 24, 29370065, 68, 0
58956, 5553, 15011, 52, 29370117, 78, 0
58957, 5025, 15027, 717, 29370834, 79, 0
58958, 26438, 15027, 757, 29371591, 66, 0
58959, 4913, 15011, 112, 29371703, 79, 0
58960, 6465, 15027, 81, 29371784, 77, 0
58961, 4625, 15027, 62, 29371846, 80, 0
58962, 5969, 15027, 263, 29372109, 78, 0
58963, 1072, 15027, 785, 29372894, 93, 0
58964, 7681, 15011, 416, 29373310, 76, 0
58965, 3392, 14995, 394, 29373704, 82, 0
58966, 1088, 15011, 370, 29374074, 94, 0
58967, 24517, 15011, 138, 29374212, 66, 0
58968, 20933, 15011, 241, 29374453, 68, 0
58969, 5521, 15027, 568, 29375021, 78, 0
58970, 24069, 15011, 206, 29375227, 51, 1
58971, 1088, 15011, 14, 29375241, 93, 0
58972, 3248, 15011, 666, 29375907, 83, 0
58973, 1104, 15027, 287, 29376194, 93, 0
58974, 1040, 15027, 19, 29376213, 95, 0
58975, 2000, 15011, 261, 29376474, 87, 0
58976, 2080, 15011, 1195, 29377669, 85, 0
58977, 1104, 15011, 236, 29377905, 93, 0
58978, 1056, 15027, 417, 29378322, 94, 0
58979, 2496, 15011, 344, 29378666, 83, 0
58980, 1104, 15027, 15, 29378681, 94, 0
58981, 8001, 15027, 216, 29378897, 74, 0
58982, 24790, 15011, 173, 29379070, 66, 0
58983, 2720, 15027, 171, 29379241, 83, 0
58984, 4913, 15011, 328, 29379569, 79, 0
58985, 29095, 15011, 108, 29379677, 65, 0
58986, 28759, 15011, 330, 29380007, 49, 1
58987, 3424, 15011, 432, 29380439, 82, 0
58988, 1360, 15011, 225, 29380664, 89, 0
58989, 8578, 15011, 571, 29381235, 74, 0
58990, 11474, 15027, 259, 29381494, 61, 1
58991, 1248, 15011, 559, 29382053, 92, 0
58992, 5681, 15027, 788, 29382841, 78, 0
58993, 1200, 15027, 173, 29383014, 91, 0
58994, 18996, 15027, 313, 29383327, 68, 0
58995, 5809, 15027, 180, 29383507, 77, 0
58996, 6929, 15011, 429, 29383936, 77, 0
58997, 1408, 15027, 902, 29384838, 91, 0
58998, 1056, 15011, 264, 29385102, 93, 0
58999, 27734, 15027, 171, 29385273, 65, 0
59000, 4785, 15027, 211, 29385484, 70, 1
59001, 17716, 15027, 425, 29385909, 69, 0
59002, 1072, 15027, 1268, 29387177, 94, 0
59003, 1888, 15027, 81, 29387258, 88, 0
59004, 1808, 15011, 3105, 29390363, 88, 0
59005, 21205, 15011, 327, 29390690, 68, 0
59006, 5905, 15011, 1215, 29391905, 78, 0
59007, 992, 15011, 142, 29392047, 94, 0
59008, 3248, 15011, 56, 29392103, 82, 0
59009, 1744, 15027, 109, 29392212, 87, 0
59010, 1600, 15011, 611, 29392823, 88, 0
59011, 32615, 15011, 192, 29393015, 65, 0
59012, 13187, 15011, 391, 29393406, 72, 0
59013, 2608, 15027, 268, 29393674, 84, 0
59014, 976, 15027, 52, 29393726, 96, 0
59015, 2320, 15027, 196, 29393922, 85, 0
59016, 9170, 15027, 136, 29394058, 74, 0
59017, 18948, 15011, 322, 29394380, 68, 0
59018, 6193, 15011, 79, 29394459, 76, 0
59019, 17156, 15027, 277, 29394736, 69, 0
59020, 1632, 15011, 182, 29394918, 88, 0
59021, 976, 15027, 948, 29395866, 96, 0
59022, 30343, 15027, 81, 29395947, 49, 1
59023, 20709, 15027, 51, 29395998, 69, 0
59024, 13107, 15027, 94, 29396092, 71, 0
59025, 33368, 15027, 97, 29396189, 64, 0
59026, 26038, 15027, 228, 29396417, 52, 1
59027, 2240, 15011, 618, 29397035, 85, 0
59028, 3120, 15011, 450, 29397485, 82, 0
59029, 1248, 15011, 544, 29398029, 92, 0
59030, 1120, 15027, 942, 29398971, 92, 0
59031, 38105, 15011, 213, 29399184, 47, 1
59032, 2240, 15027, 401, 29399585, 85, 0
59033, 27318, 15027, 376, 29399961, 65, 0
59034, 7217, 15011, 1103, 29401064, 77, 0
59035, 7009, 15011, 665, 29401729, 67, 1
59036, 32071, 15011, 877, 29402606, 63, 0
59037, 3104, 15011, 701, 29403307, 82, 0
59038, 2128, 15027, 184, 29403491, 86, 0
59039, 4080, 15011, 669, 29404160, 81, 0
59040, 28887, 15027, 134, 29404294, 65, 0
59041, 8226, 15011, 58, 29404352, 65, 1
59042, 3040, 15011, 836, 29405188, 83, 0
59043, 12963, 14995, 255, 29405443, 75, 0
59044, 1296, 15011, 199, 29405642, 91, 0
59045, 21685, 15027, 82, 29405724, 55, 1
59046, 7969, 14995, 265, 29405989, 75, 0
59047, 24726, 15027, 138, 29406127, 53, 1
59048, 1664, 15011, 209, 29406336, 88, 0
59049, 2048, 15011, 871, 29407207, 86, 0
59050, 5297, 15011, 1087, 29408294, 71, 0
59051, 13539, 15043, 671, 29408965, 71, 0
59052, 10514, 15011, 344, 29409309, 73, 0
59053, 1088, 15011, 259, 29409568, 93, 0
59054, 976, 15027, 305, 29409873, 95, 0
59055, 33720, 14995, 312, 29410185, 64, 0
59056, 2864, 15011, 22, 29410207, 84, 0
59057, 3376, 15011, 921, 29411128, 81, 0
59058, 30791, 15027, 320, 29411448, 65, 0
59059, 25270, 15027, 920, 29412368, 51, 1
59060, 9554, 15027, 148, 29412516, 74, 0
59061, 11138, 15027, 868, 29413384, 72, 0
59062, 3168, 15011, 309, 29413693, 82, 0
59063, 1088, 15027, 415, 29414108, 94, 0
59064, 7169, 15011, 345, 29414453, 76, 0
59065, 8097, 15011, 1905, 29416358, 65, 1
59066, 28807, 15011, 284, 29416642, 51, 1
59067, 5697, 15027, 641, 29417283, 80, 0
59068, 1696, 15027, 516, 29417799, 88, 0
59069, 976, 15011, 72, 29417871, 96, 0
59070, 3040, 15011, 249, 29418120, 83, 0
59071, 25398, 14995, 6, 29418126, 66, 0
59072, 5937, 15027, 1169, 29419295, 77, 0
59073, 5985, 15027, 2039, 29421334, 77, 0
59074, 3568, 15011, 392, 29421726, 81, 0
59075, 27542, 15027, 263, 29421989, 65, 0
59076, 12883, 15027, 279, 29422268, 72, 0
59077, 11794, 15027, 77, 29422345, 72, 0
59078, 3424, 15027, 1707, 29424052, 82, 0
59079, 11874, 15011, 542, 29424594, 61, 1
59080, 6257, 15027, 430, 29425024, 77, 0
59081, 1936, 15027, 133, 29425157, 86, 0
59082, 9426, 15011, 528, 29425685, 74, 0
59083, 3936, 15011, 1435, 29427120, 81, 0
59084, 28006, 15027, 1238, 29428358, 66, 0
59085, 6161, 15027, 160, 29428518, 77, 0
59086, 4129, 15011, 624, 29429142, 80, 0
59087, 6929, 15011, 55, 29429197, 76, 0
59088, 1184, 15011, 68, 29429265, 92, 0
59089, 24037, 15011, 320, 29429585, 67, 0
59090, 16548, 15011, 1386, 29430971, 57, 1
59091, 1232, 15011, 867, 29431838, 91, 0
59092, 4529, 15027, 838, 29432676, 81, 0
59093, 1072, 15011, 628, 29433304, 93, 0
59094, 3152, 15011, 1239, 29434543, 82, 0
59095, 16051, 15011, 243, 29434786, 70, 0
59096, 992, 15027, 624, 29435410, 95, 0
59097, 34488, 15027, 163, 29435573, 48, 1
59098, 11010, 15011, 540, 29436113, 73, 0
59099, 976, 15011, 16, 29436129, 95, 0
59100, 8370, 15027, 946, 29437075, 76, 0
59101, 16932, 15011, 655, 29437730, 70, 0
59102, 4417, 15011, 794, 29438524, 80, 0
59103, 1040, 15027, 188, 29438712, 95, 0
59104, 24389, 15027, 1269, 29439981, 67, 0
59105, 4305, 15011, 1671, 29441652, 79, 0
59106, 976, 15011, 2551, 29444203, 96, 0
59107, 24918, 15027, 876, 29445079, 68, 0
59108, 3296, 15011, 838, 29445917, 82, 0
59109, 20661, 15011, 1250, 29447167, 68, 0
59110, 3408, 15011, 182, 29447349, 82, 0
59111, 1712, 15011, 1148, 29448497, 88, 0
59112, 39129, 15011, 139, 29448636, 62, 0
59113, 7905, 15011, 761, 29449397, 76, 0
59114, 25270, 15027, 575, 29449972, 67, 0
59115, 12483, 15027, 2224, 29452196, 72, 0
59116, 19092, 15011, 1294, 29453490, 68, 0
59117, 1120, 15027, 55, 29453545, 93, 0
59118, 2080, 15011, 751, 29454296, 87, 0
59119, 36648, 15011, 1058, 29455354, 48, 1
59120, 3008, 15011, 306, 29455660, 83, 0
59121, 5633, 15011, 124, 29455784, 78, 0
59122, 34440, 15011, 1161, 29456945, 63, 0
59123, 21413, 15027, 18, 29456963, 58, 1
59124, 31703, 15011, 128, 29457091, 53, 1
59125, 3984, 15011, 180, 29457271, 81, 0
59126, 992, 15011, 534, 29457805, 97, 0
59127, 7473, 15011, 647, 29458452, 77, 0
59128, 992, 15011, 137, 29458589, 96, 0
59129, 2048, 15011, 530, 29459119, 86, 0
59130, 4737, 15011, 463, 29459582, 79, 0
59131, 15795, 15011, 1648, 29461230, 70, 0
59132, 14275, 15011, 338, 29461568, 71, 0
59133, 11762, 15011, 158, 29461726, 72, 0
59134, 1040, 15011, 707, 29462433, 95, 0
59135, 2896, 15011, 1078, 29463511, 83, 0
59136, 5153, 15027, 393, 29463904, 78, 0
59137, 27750, 15011, 2241, 29466145, 65, 0
59138, 30983, 15011, 872, 29467017, 48, 1
59139, 25494, 15011, 118, 29467135, 66, 0
59140, 1104, 15027, 604, 29467739, 93, 0
59141, 992, 15027, 752, 29468491, 95, 0
59142, 4945, 15011, 2665, 29471156, 78, 0
59143, 3840, 15011, 519, 29471675, 74, 1
59144, 8113, 15011, 1387, 29473062, 74, 0
59145, 7457, 15011, 989, 29474051, 76, 0
59146, 1728, 15011, 1692, 29475743, 88, 0
59147, 4433, 15011, 1415, 29477158, 79, 0
59148, 1056, 15027, 79, 29477237, 94, 0
59149, 1184, 15011, 15, 29477252, 93, 0
59150, 26454, 15011, 80, 29477332, 65, 0
59151, 17844, 14995, 731, 29478063, 69, 0
59152, 5857, 15011, 401, 29478464, 78, 0
59153, 19540, 15011, 669, 29479133, 68, 0
59154, 11362, 15011, 124, 29479257, 73, 0
59155, 4865, 15011, 41, 29479298, 79, 0
59156, 14131, 15011, 112, 29479410, 58, 1
59157, 10562, 15027, 188, 29479598, 73, 0
59158, 20212, 15011, 257, 29479855, 68, 0
59159, 5185, 15011, 314, 29480169, 79, 0
59160, 2576, 15011, 436, 29480605, 85, 0
59161, 33608, 15011, 354, 29480959, 64, 0
59162, 19332, 15011, 362, 29481321, 56, 1
59163, 1040, 15011, 71, 29481392, 94, 0
59164, 28502, 15011, 16, 29481408, 50, 1
59165, 992, 15011, 78, 29481486, 96, 0
59166, 20004, 15027, 376, 29481862, 68, 0
59167, 2336, 15011, 112, 29481974, 85, 0
59168, 1024, 15027, 72, 29482046, 94, 0
59169, 2000, 15011, 388, 29482434, 85, 0
59170, 7201, 15027, 17, 29482451, 75, 0
59171, 17300, 15011, 380, 29482831, 57, 1
59172, 1104, 15011, 572, 29483403, 93, 0
59173, 12194, 15027, 288, 29483691, 72, 0
59174, 2304, 15011, 311, 29484002, 85, 0
59175, 1040, 15011, 321, 29484323, 95, 0
59176, 22357, 15027, 3268, 29487591, 68, 0
59177, 3472, 15011, 883, 29488474, 83, 0
59178, 2000, 15011, 2434, 29490908, 86, 0
59179, 8914, 15011, 366, 29491274, 74, 0
59180, 31047, 15011, 622, 29491896, 50, 1
59181, 1088, 15011, 514, 29492410, 93, 0
59182, 12002, 15011, 552, 29492962, 72, 0
59183, 2640, 15011, 243, 29493205, 84, 0
59184, 1360, 15027, 142, 29493347, 90, 0
59185, 14531, 15011, 206, 29493553, 71, 0
59186, 4609, 15011, 24, 29493577, 81, 0
59187, 4129, 15011, 537, 29494114, 80, 0
59188, 13027, 15011, 124, 29494238, 71, 0
59189, 18740, 15011, 10, 29494248, 69, 0
59190, 2960, 15011, 193, 29494441, 83, 0
59191, 1664, 15011, 884, 29495325, 88, 0
59192, 7697, 15011, 239, 29495564, 76, 0
59193, 6145, 15027, 40, 29495604, 77, 0
59194, 8081, 15011, 208, 29495812, 74, 0
59195, 1040, 15011, 243, 29496055, 94, 0
59196, 11026, 15027, 2829, 29498884, 74, 0
59197, 20452, 15011, 722, 29499606, 55, 1
59198, 22149, 15011, 391, 29499997, 52, 1
59199, 2240, 15011, 524, 29500521, 68, 0
59200, 2000, 15011, 1764, 29502285, 86, 0
59201, 19556, 15011, 98, 29502383, 55, 1
59202, 8658, 15011, 201, 29502584, 74, 0
59203, 25670, 15011, 81, 29502665, 66, 0
59204, 17620, 15011, 888, 29503553, 70, 0
59205, 1312, 15011, 698, 29504251, 93, 0
59206, 1072, 15011, 1455, 29505706, 94, 0
59207, 3664, 15011, 26, 29505732, 82, 0
59208, 19332, 15011, 3976, 29509708, 56, 1
59209, 13491, 15027, 681, 29510389, 60, 1
59210, 20356, 15027, 303, 29510692, 68, 0
59211, 2784, 15011, 834, 29511526, 83, 0
59212, 1088, 15011, 736, 29512262, 94, 0
59213, 19204, 15027, 1375, 29513637, 69, 0
59214, 31015, 15011, 371, 29514008, 65, 0
59215, 4241, 15027, 358, 29514366, 80, 0
59216, 6577, 15011, 201, 29514567, 77, 0
59217, 31815, 15027, 107, 29514674, 64, 0
59218, 22709, 15011, 611, 29515285, 67, 0
59219, 20549, 15011, 75, 29515360, 53, 1
59220, 6353, 15011, 140, 29515500, 77, 0
59221, 8450, 15011, 525, 29516025, 75, 0
59222, 3200, 15011, 201, 29516226, 83, 0
59223, 4977, 15011, 190, 29516416, 77, 0
59224, 14147, 15011, 1309, 29517725, 71, 0
59225, 24646, 15027, 659, 29518384, 66, 0
59226, 19972, 15011, 527, 29518911, 69, 0
59227, 3008, 15011, 576, 29519487, 83, 0
59228, 16916, 15027, 375, 29519862, 70, 0
59229, 1536, 15027, 702, 29520564, 90, 0
59230, 34744, 15011, 87, 29520651, 47, 1
59231, 1152, 14995, 1423, 29522074, 92, 0
59232, 8322, 14995, 208, 29522282, 74, 0
59233, 32519, 15011, 491, 29522773, 63, 0
59234, 2208, 15027, 13, 29522786, 79, 1
59235, 5665, 15011, 1278, 29524064, 78, 0
59236, 1056, 15011, 434, 29524498, 93, 0
59237, 1296, 15027, 895, 29525393, 90, 0
59238, 1232, 15011, 3494, 29528887, 92, 0
59239, 29143, 15011, 614, 29529501, 65, 0
59240, 992, 15011, 962, 29530463, 95, 0
59241, 1808, 15027, 535, 29530998, 87, 0
59242, 5969, 15027, 129, 29531127, 77, 0
59243, 28711, 15011, 38, 29531165, 50, 1
59244, 5761, 15027, 139, 29531304, 78, 0
59245, 13203, 15011, 1310, 29532614, 72, 0
59246, 18196, 15011, 254, 29532868, 59, 1
59247, 1040, 15011, 34, 29532902, 94, 0
59248, 5953, 15011, 1659, 29534561, 77, 0
59249, 16388, 15011, 879, 29535440, 69, 0
59250, 9874, 15011, 35, 29535475, 74, 0
59251, 1168, 15027, 294, 29535769, 93, 0
59252, 24501, 15011, 406, 29536175, 66, 0
59253, 2224, 15011, 692, 29536867, 85, 0
59254, 6353, 15011, 293, 29537160, 78, 0
59255, 12899, 15011, 246, 29537406, 71, 0
59256, 1600, 15011, 688, 29538094, 88, 0
59257, 22149, 15011, 23, 29538117, 53, 1
59258, 1744, 15011, 354, 29538471, 87, 0
59259, 6593, 15011, 342, 29538813, 77, 0
59260, 2000, 15027, 362, 29539175, 86, 0
59261, 2528, 15027, 491, 29539666, 84, 0
59262, 11858, 15011, 540, 29540206, 61, 1
59263, 7377, 15027, 187, 29540393, 76, 0
59264, 4177, 15011, 476, 29540869, 80, 0
59265, 3024, 15027, 160, 29541029, 81, 0
59266, 1248, 15011, 710, 29541739, 92, 0
59267, 1920, 15011, 398, 29542137, 87, 0
59268, 26342, 15011, 642, 29542779, 51, 1
59269, 1024, 15011, 331, 29543110, 95, 0
59270, 28230, 15011, 983, 29544093, 52, 1
59271, 976, 15011, 354, 29544447, 95, 0
59272, 4369, 15011, 1015, 29545462, 80, 0
59273, 3376, 15011, 1522, 29546984, 81, 0
59274, 4593, 15027, 487, 29547471, 80, 0
59275, 3952, 15011, 97, 29547568, 80, 0
59276, 17988, 15011, 567, 29548135, 56, 1
59277, 1056, 15011, 215, 29548350, 94, 0
59278, 992, 15011, 38, 29548388, 95, 0
59279, 4129, 15027, 107, 29548495, 72, 1
